,Date,Date_YMD,Status,States,value
48537,13-May-20,2020-05-13,Confirmed,Punjab,10
48538,13-May-20,2020-05-13,Recovered,Punjab,29
48539,13-May-20,2020-05-13,Deceased,Punjab,0
48540,14-May-20,2020-05-14,Confirmed,Punjab,11
48541,14-May-20,2020-05-14,Recovered,Punjab,23
48542,14-May-20,2020-05-14,Deceased,Punjab,0
48543,15-May-20,2020-05-15,Confirmed,Punjab,-3
48544,15-May-20,2020-05-15,Recovered,Punjab,82
48545,15-May-20,2020-05-15,Deceased,Punjab,0
48546,16-May-20,2020-05-16,Confirmed,Punjab,14
48547,16-May-20,2020-05-16,Recovered,Punjab,952
48548,16-May-20,2020-05-16,Deceased,Punjab,0
48549,17-May-20,2020-05-17,Confirmed,Punjab,18
48550,17-May-20,2020-05-17,Recovered,Punjab,109
48551,17-May-20,2020-05-17,Deceased,Punjab,3
48552,18-May-20,2020-05-18,Confirmed,Punjab,16
48553,18-May-20,2020-05-18,Recovered,Punjab,181
48554,18-May-20,2020-05-18,Deceased,Punjab,2
48555,19-May-20,2020-05-19,Confirmed,Punjab,22
48556,19-May-20,2020-05-19,Recovered,Punjab,95
48557,19-May-20,2020-05-19,Deceased,Punjab,1
48558,20-May-20,2020-05-20,Confirmed,Punjab,3
48559,20-May-20,2020-05-20,Recovered,Punjab,152
48560,20-May-20,2020-05-20,Deceased,Punjab,0
48561,21-May-20,2020-05-21,Confirmed,Punjab,23
48562,21-May-20,2020-05-21,Recovered,Punjab,25
48563,21-May-20,2020-05-21,Deceased,Punjab,1
48564,22-May-20,2020-05-22,Confirmed,Punjab,1
48565,22-May-20,2020-05-22,Recovered,Punjab,28
48566,22-May-20,2020-05-22,Deceased,Punjab,0
48567,23-May-20,2020-05-23,Confirmed,Punjab,16
48568,23-May-20,2020-05-23,Recovered,Punjab,23
48569,23-May-20,2020-05-23,Deceased,Punjab,0
48570,24-May-20,2020-05-24,Confirmed,Punjab,15
48571,24-May-20,2020-05-24,Recovered,Punjab,28
48572,24-May-20,2020-05-24,Deceased,Punjab,1
48573,25-May-20,2020-05-25,Confirmed,Punjab,21
48574,25-May-20,2020-05-25,Recovered,Punjab,15
48575,25-May-20,2020-05-25,Deceased,Punjab,0
48576,26-May-20,2020-05-26,Confirmed,Punjab,25
48577,26-May-20,2020-05-26,Recovered,Punjab,5
48578,26-May-20,2020-05-26,Deceased,Punjab,0
48579,27-May-20,2020-05-27,Confirmed,Punjab,33
48580,27-May-20,2020-05-27,Recovered,Punjab,0
48581,27-May-20,2020-05-27,Deceased,Punjab,0
48582,28-May-20,2020-05-28,Confirmed,Punjab,19
48583,28-May-20,2020-05-28,Recovered,Punjab,28
48584,28-May-20,2020-05-28,Deceased,Punjab,0
48585,29-May-20,2020-05-29,Confirmed,Punjab,39
48586,29-May-20,2020-05-29,Recovered,Punjab,3
48587,29-May-20,2020-05-29,Deceased,Punjab,2
48588,30-May-20,2020-05-30,Confirmed,Punjab,36
48589,30-May-20,2020-05-30,Recovered,Punjab,18
48590,30-May-20,2020-05-30,Deceased,Punjab,2
48591,31-May-20,2020-05-31,Confirmed,Punjab,30
48592,31-May-20,2020-05-31,Recovered,Punjab,20
48593,31-May-20,2020-05-31,Deceased,Punjab,1
48594,01-Jun-20,2020-06-01,Confirmed,Punjab,38
48595,01-Jun-20,2020-06-01,Recovered,Punjab,13
48596,01-Jun-20,2020-06-01,Deceased,Punjab,-1
48597,02-Jun-20,2020-06-02,Confirmed,Punjab,41
48598,02-Jun-20,2020-06-02,Recovered,Punjab,17
48599,02-Jun-20,2020-06-02,Deceased,Punjab,2
48600,03-Jun-20,2020-06-03,Confirmed,Punjab,34
48601,03-Jun-20,2020-06-03,Recovered,Punjab,12
48602,03-Jun-20,2020-06-03,Deceased,Punjab,1
48603,04-Jun-20,2020-06-04,Confirmed,Punjab,39
48604,04-Jun-20,2020-06-04,Recovered,Punjab,14
48605,04-Jun-20,2020-06-04,Deceased,Punjab,0
48606,05-Jun-20,2020-06-05,Confirmed,Punjab,46
48607,05-Jun-20,2020-06-05,Recovered,Punjab,26
48608,05-Jun-20,2020-06-05,Deceased,Punjab,1
48609,06-Jun-20,2020-06-06,Confirmed,Punjab,54
48610,06-Jun-20,2020-06-06,Recovered,Punjab,23
48611,06-Jun-20,2020-06-06,Deceased,Punjab,2
48612,07-Jun-20,2020-06-07,Confirmed,Punjab,93
48613,07-Jun-20,2020-06-07,Recovered,Punjab,14
48614,07-Jun-20,2020-06-07,Deceased,Punjab,1
48615,08-Jun-20,2020-06-08,Confirmed,Punjab,55
48616,08-Jun-20,2020-06-08,Recovered,Punjab,22
48617,08-Jun-20,2020-06-08,Deceased,Punjab,2
48618,09-Jun-20,2020-06-09,Confirmed,Punjab,56
48619,09-Jun-20,2020-06-09,Recovered,Punjab,39
48620,09-Jun-20,2020-06-09,Deceased,Punjab,2
48621,10-Jun-20,2020-06-10,Confirmed,Punjab,86
48622,10-Jun-20,2020-06-10,Recovered,Punjab,65
48623,10-Jun-20,2020-06-10,Deceased,Punjab,0
48624,11-Jun-20,2020-06-11,Confirmed,Punjab,82
48625,11-Jun-20,2020-06-11,Recovered,Punjab,27
48626,11-Jun-20,2020-06-11,Deceased,Punjab,4
48627,12-Jun-20,2020-06-12,Confirmed,Punjab,99
48628,12-Jun-20,2020-06-12,Recovered,Punjab,23
48629,12-Jun-20,2020-06-12,Deceased,Punjab,4
48630,13-Jun-20,2020-06-13,Confirmed,Punjab,77
48631,13-Jun-20,2020-06-13,Recovered,Punjab,45
48632,13-Jun-20,2020-06-13,Deceased,Punjab,2
48633,14-Jun-20,2020-06-14,Confirmed,Punjab,77
48634,14-Jun-20,2020-06-14,Recovered,Punjab,29
48635,14-Jun-20,2020-06-14,Deceased,Punjab,2
48636,15-Jun-20,2020-06-15,Confirmed,Punjab,127
48637,15-Jun-20,2020-06-15,Recovered,Punjab,87
48638,15-Jun-20,2020-06-15,Deceased,Punjab,4
48639,16-Jun-20,2020-06-16,Confirmed,Punjab,104
48640,16-Jun-20,2020-06-16,Recovered,Punjab,18
48641,16-Jun-20,2020-06-16,Deceased,Punjab,1
48642,17-Jun-20,2020-06-17,Confirmed,Punjab,126
48643,17-Jun-20,2020-06-17,Recovered,Punjab,77
48644,17-Jun-20,2020-06-17,Deceased,Punjab,6
48645,18-Jun-20,2020-06-18,Confirmed,Punjab,118
48646,18-Jun-20,2020-06-18,Recovered,Punjab,32
48647,18-Jun-20,2020-06-18,Deceased,Punjab,5
48648,19-Jun-20,2020-06-19,Confirmed,Punjab,217
48649,19-Jun-20,2020-06-19,Recovered,Punjab,66
48650,19-Jun-20,2020-06-19,Deceased,Punjab,9
48651,20-Jun-20,2020-06-20,Confirmed,Punjab,120
48652,20-Jun-20,2020-06-20,Recovered,Punjab,42
48653,20-Jun-20,2020-06-20,Deceased,Punjab,6
48654,21-Jun-20,2020-06-21,Confirmed,Punjab,122
48655,21-Jun-20,2020-06-21,Recovered,Punjab,22
48656,21-Jun-20,2020-06-21,Deceased,Punjab,1
48657,22-Jun-20,2020-06-22,Confirmed,Punjab,161
48658,22-Jun-20,2020-06-22,Recovered,Punjab,125
48659,22-Jun-20,2020-06-22,Deceased,Punjab,2
48660,23-Jun-20,2020-06-23,Confirmed,Punjab,162
48661,23-Jun-20,2020-06-23,Recovered,Punjab,222
48662,23-Jun-20,2020-06-23,Deceased,Punjab,4
48663,24-Jun-20,2020-06-24,Confirmed,Punjab,230
48664,24-Jun-20,2020-06-24,Recovered,Punjab,52
48665,24-Jun-20,2020-06-24,Deceased,Punjab,8
48666,25-Jun-20,2020-06-25,Confirmed,Punjab,142
48667,25-Jun-20,2020-06-25,Recovered,Punjab,93
48668,25-Jun-20,2020-06-25,Deceased,Punjab,7
48669,26-Jun-20,2020-06-26,Confirmed,Punjab,188
48670,26-Jun-20,2020-06-26,Recovered,Punjab,9
48671,26-Jun-20,2020-06-26,Deceased,Punjab,2
48672,27-Jun-20,2020-06-27,Confirmed,Punjab,99
48673,27-Jun-20,2020-06-27,Recovered,Punjab,119
48674,27-Jun-20,2020-06-27,Deceased,Punjab,6
48675,28-Jun-20,2020-06-28,Confirmed,Punjab,160
48676,28-Jun-20,2020-06-28,Recovered,Punjab,206
48677,28-Jun-20,2020-06-28,Deceased,Punjab,5
48678,29-Jun-20,2020-06-29,Confirmed,Punjab,202
48679,29-Jun-20,2020-06-29,Recovered,Punjab,238
48680,29-Jun-20,2020-06-29,Deceased,Punjab,5
48681,30-Jun-20,2020-06-30,Confirmed,Punjab,150
48682,30-Jun-20,2020-06-30,Recovered,Punjab,103
48683,30-Jun-20,2020-06-30,Deceased,Punjab,6
48684,01-Jul-20,2020-07-01,Confirmed,Punjab,100
48685,01-Jul-20,2020-07-01,Recovered,Punjab,122
48686,01-Jul-20,2020-07-01,Deceased,Punjab,5
48687,02-Jul-20,2020-07-02,Confirmed,Punjab,116
48688,02-Jul-20,2020-07-02,Recovered,Punjab,155
48689,02-Jul-20,2020-07-02,Deceased,Punjab,3
48690,03-Jul-20,2020-07-03,Confirmed,Punjab,153
48691,03-Jul-20,2020-07-03,Recovered,Punjab,122
48692,03-Jul-20,2020-07-03,Deceased,Punjab,5
48693,04-Jul-20,2020-07-04,Confirmed,Punjab,172
48694,04-Jul-20,2020-07-04,Recovered,Punjab,40
48695,04-Jul-20,2020-07-04,Deceased,Punjab,5
48696,05-Jul-20,2020-07-05,Confirmed,Punjab,174
48697,05-Jul-20,2020-07-05,Recovered,Punjab,102
48698,05-Jul-20,2020-07-05,Deceased,Punjab,2
48699,06-Jul-20,2020-07-06,Confirmed,Punjab,208
48700,06-Jul-20,2020-07-06,Recovered,Punjab,86
48701,06-Jul-20,2020-07-06,Deceased,Punjab,5
48702,07-Jul-20,2020-07-07,Confirmed,Punjab,258
48703,07-Jul-20,2020-07-07,Recovered,Punjab,60
48704,07-Jul-20,2020-07-07,Deceased,Punjab,6
48705,08-Jul-20,2020-07-08,Confirmed,Punjab,158
48706,08-Jul-20,2020-07-08,Recovered,Punjab,274
48707,08-Jul-20,2020-07-08,Deceased,Punjab,3
48708,09-Jul-20,2020-07-09,Confirmed,Punjab,233
48709,09-Jul-20,2020-07-09,Recovered,Punjab,117
48710,09-Jul-20,2020-07-09,Deceased,Punjab,5
48711,10-Jul-20,2020-07-10,Confirmed,Punjab,217
48712,10-Jul-20,2020-07-10,Recovered,Punjab,72
48713,10-Jul-20,2020-07-10,Deceased,Punjab,4
48714,11-Jul-20,2020-07-11,Confirmed,Punjab,230
48715,11-Jul-20,2020-07-11,Recovered,Punjab,23
48716,11-Jul-20,2020-07-11,Deceased,Punjab,8
48717,12-Jul-20,2020-07-12,Confirmed,Punjab,234
48718,12-Jul-20,2020-07-12,Recovered,Punjab,352
48719,12-Jul-20,2020-07-12,Deceased,Punjab,4
48720,13-Jul-20,2020-07-13,Confirmed,Punjab,357
48721,13-Jul-20,2020-07-13,Recovered,Punjab,194
48722,13-Jul-20,2020-07-13,Deceased,Punjab,5
48723,14-Jul-20,2020-07-14,Confirmed,Punjab,333
48724,14-Jul-20,2020-07-14,Recovered,Punjab,77
48725,14-Jul-20,2020-07-14,Deceased,Punjab,9
48726,15-Jul-20,2020-07-15,Confirmed,Punjab,288
48727,15-Jul-20,2020-07-15,Recovered,Punjab,204
48728,15-Jul-20,2020-07-15,Deceased,Punjab,8
48729,16-Jul-20,2020-07-16,Confirmed,Punjab,295
48730,16-Jul-20,2020-07-16,Recovered,Punjab,410
48731,16-Jul-20,2020-07-16,Deceased,Punjab,9
48732,17-Jul-20,2020-07-17,Confirmed,Punjab,348
48733,17-Jul-20,2020-07-17,Recovered,Punjab,96
48734,17-Jul-20,2020-07-17,Deceased,Punjab,9
48735,18-Jul-20,2020-07-18,Confirmed,Punjab,350
48736,18-Jul-20,2020-07-18,Recovered,Punjab,81
48737,18-Jul-20,2020-07-18,Deceased,Punjab,7
48738,19-Jul-20,2020-07-19,Confirmed,Punjab,308
48739,19-Jul-20,2020-07-19,Recovered,Punjab,81
48740,19-Jul-20,2020-07-19,Deceased,Punjab,8
48741,20-Jul-20,2020-07-20,Confirmed,Punjab,410
48742,20-Jul-20,2020-07-20,Recovered,Punjab,583
48743,20-Jul-20,2020-07-20,Deceased,Punjab,8
48744,21-Jul-20,2020-07-21,Confirmed,Punjab,379
48745,21-Jul-20,2020-07-21,Recovered,Punjab,271
48746,21-Jul-20,2020-07-21,Deceased,Punjab,1
48747,22-Jul-20,2020-07-22,Confirmed,Punjab,412
48748,22-Jul-20,2020-07-22,Recovered,Punjab,252
48749,22-Jul-20,2020-07-22,Deceased,Punjab,6
48750,23-Jul-20,2020-07-23,Confirmed,Punjab,438
48751,23-Jul-20,2020-07-23,Recovered,Punjab,100
48752,23-Jul-20,2020-07-23,Deceased,Punjab,8
48753,24-Jul-20,2020-07-24,Confirmed,Punjab,477
48754,24-Jul-20,2020-07-24,Recovered,Punjab,355
48755,24-Jul-20,2020-07-24,Deceased,Punjab,5
48756,25-Jul-20,2020-07-25,Confirmed,Punjab,468
48757,25-Jul-20,2020-07-25,Recovered,Punjab,201
48758,25-Jul-20,2020-07-25,Deceased,Punjab,9
48759,26-Jul-20,2020-07-26,Confirmed,Punjab,534
48760,26-Jul-20,2020-07-26,Recovered,Punjab,513
48761,26-Jul-20,2020-07-26,Deceased,Punjab,15
48762,27-Jul-20,2020-07-27,Confirmed,Punjab,551
48763,27-Jul-20,2020-07-27,Recovered,Punjab,254
48764,27-Jul-20,2020-07-27,Deceased,Punjab,12
48765,28-Jul-20,2020-07-28,Confirmed,Punjab,609
48766,28-Jul-20,2020-07-28,Recovered,Punjab,688
48767,28-Jul-20,2020-07-28,Deceased,Punjab,18
48768,29-Jul-20,2020-07-29,Confirmed,Punjab,568
48769,29-Jul-20,2020-07-29,Recovered,Punjab,461
48770,29-Jul-20,2020-07-29,Deceased,Punjab,25
48771,30-Jul-20,2020-07-30,Confirmed,Punjab,510
48772,30-Jul-20,2020-07-30,Recovered,Punjab,296
48773,30-Jul-20,2020-07-30,Deceased,Punjab,9
48774,31-Jul-20,2020-07-31,Confirmed,Punjab,663
48775,31-Jul-20,2020-07-31,Recovered,Punjab,225
48776,31-Jul-20,2020-07-31,Deceased,Punjab,16
48777,01-Aug-20,2020-08-01,Confirmed,Punjab,944
48778,01-Aug-20,2020-08-01,Recovered,Punjab,341
48779,01-Aug-20,2020-08-01,Deceased,Punjab,19
48780,02-Aug-20,2020-08-02,Confirmed,Punjab,790
48781,02-Aug-20,2020-08-02,Recovered,Punjab,391
48782,02-Aug-20,2020-08-02,Deceased,Punjab,18
48783,03-Aug-20,2020-08-03,Confirmed,Punjab,674
48784,03-Aug-20,2020-08-03,Recovered,Punjab,416
48785,03-Aug-20,2020-08-03,Deceased,Punjab,19
48786,04-Aug-20,2020-08-04,Confirmed,Punjab,488
48787,04-Aug-20,2020-08-04,Recovered,Punjab,609
48788,04-Aug-20,2020-08-04,Deceased,Punjab,20
48789,05-Aug-20,2020-08-05,Confirmed,Punjab,841
48790,05-Aug-20,2020-08-05,Recovered,Punjab,452
48791,05-Aug-20,2020-08-05,Deceased,Punjab,29
48792,06-Aug-20,2020-08-06,Confirmed,Punjab,1035
48793,06-Aug-20,2020-08-06,Recovered,Punjab,716
48794,06-Aug-20,2020-08-06,Deceased,Punjab,26
48795,07-Aug-20,2020-08-07,Confirmed,Punjab,1039
48796,07-Aug-20,2020-08-07,Recovered,Punjab,381
48797,07-Aug-20,2020-08-07,Deceased,Punjab,22
48798,08-Aug-20,2020-08-08,Confirmed,Punjab,998
48799,08-Aug-20,2020-08-08,Recovered,Punjab,820
48800,08-Aug-20,2020-08-08,Deceased,Punjab,23
48801,09-Aug-20,2020-08-09,Confirmed,Punjab,975
48802,09-Aug-20,2020-08-09,Recovered,Punjab,459
48803,09-Aug-20,2020-08-09,Deceased,Punjab,24
48804,10-Aug-20,2020-08-10,Confirmed,Punjab,986
48805,10-Aug-20,2020-08-10,Recovered,Punjab,416
48806,10-Aug-20,2020-08-10,Deceased,Punjab,18
48807,11-Aug-20,2020-08-11,Confirmed,Punjab,1000
48808,11-Aug-20,2020-08-11,Recovered,Punjab,1055
48809,11-Aug-20,2020-08-11,Deceased,Punjab,32
48810,12-Aug-20,2020-08-12,Confirmed,Punjab,1020
48811,12-Aug-20,2020-08-12,Recovered,Punjab,422
48812,12-Aug-20,2020-08-12,Deceased,Punjab,39
48813,13-Aug-20,2020-08-13,Confirmed,Punjab,1027
48814,13-Aug-20,2020-08-13,Recovered,Punjab,627
48815,13-Aug-20,2020-08-13,Deceased,Punjab,31
48816,14-Aug-20,2020-08-14,Confirmed,Punjab,1077
48817,14-Aug-20,2020-08-14,Recovered,Punjab,489
48818,14-Aug-20,2020-08-14,Deceased,Punjab,25
48819,15-Aug-20,2020-08-15,Confirmed,Punjab,1028
48820,15-Aug-20,2020-08-15,Recovered,Punjab,535
48821,15-Aug-20,2020-08-15,Deceased,Punjab,40
48822,16-Aug-20,2020-08-16,Confirmed,Punjab,1165
48823,16-Aug-20,2020-08-16,Recovered,Punjab,568
48824,16-Aug-20,2020-08-16,Deceased,Punjab,41
48825,17-Aug-20,2020-08-17,Confirmed,Punjab,1489
48826,17-Aug-20,2020-08-17,Recovered,Punjab,749
48827,17-Aug-20,2020-08-17,Deceased,Punjab,50
48828,18-Aug-20,2020-08-18,Confirmed,Punjab,1705
48829,18-Aug-20,2020-08-18,Recovered,Punjab,1582
48830,18-Aug-20,2020-08-18,Deceased,Punjab,36
48831,19-Aug-20,2020-08-19,Confirmed,Punjab,1683
48832,19-Aug-20,2020-08-19,Recovered,Punjab,941
48833,19-Aug-20,2020-08-19,Deceased,Punjab,22
48834,20-Aug-20,2020-08-20,Confirmed,Punjab,1741
48835,20-Aug-20,2020-08-20,Recovered,Punjab,334
48836,20-Aug-20,2020-08-20,Deceased,Punjab,37
48837,21-Aug-20,2020-08-21,Confirmed,Punjab,1503
48838,21-Aug-20,2020-08-21,Recovered,Punjab,856
48839,21-Aug-20,2020-08-21,Deceased,Punjab,34
48840,22-Aug-20,2020-08-22,Confirmed,Punjab,1316
48841,22-Aug-20,2020-08-22,Recovered,Punjab,409
48842,22-Aug-20,2020-08-22,Deceased,Punjab,45
48843,23-Aug-20,2020-08-23,Confirmed,Punjab,1136
48844,23-Aug-20,2020-08-23,Recovered,Punjab,2226
48845,23-Aug-20,2020-08-23,Deceased,Punjab,50
48846,24-Aug-20,2020-08-24,Confirmed,Punjab,1505
48847,24-Aug-20,2020-08-24,Recovered,Punjab,1829
48848,24-Aug-20,2020-08-24,Deceased,Punjab,43
48849,25-Aug-20,2020-08-25,Confirmed,Punjab,1293
48850,25-Aug-20,2020-08-25,Recovered,Punjab,788
48851,25-Aug-20,2020-08-25,Deceased,Punjab,49
48852,26-Aug-20,2020-08-26,Confirmed,Punjab,1513
48853,26-Aug-20,2020-08-26,Recovered,Punjab,1086
48854,26-Aug-20,2020-08-26,Deceased,Punjab,41
48855,27-Aug-20,2020-08-27,Confirmed,Punjab,1746
48856,27-Aug-20,2020-08-27,Recovered,Punjab,741
48857,27-Aug-20,2020-08-27,Deceased,Punjab,37
48858,28-Aug-20,2020-08-28,Confirmed,Punjab,1542
48859,28-Aug-20,2020-08-28,Recovered,Punjab,2036
48860,28-Aug-20,2020-08-28,Deceased,Punjab,51
48861,29-Aug-20,2020-08-29,Confirmed,Punjab,1470
48862,29-Aug-20,2020-08-29,Recovered,Punjab,1083
48863,29-Aug-20,2020-08-29,Deceased,Punjab,41
48864,30-Aug-20,2020-08-30,Confirmed,Punjab,1678
48865,30-Aug-20,2020-08-30,Recovered,Punjab,1656
48866,30-Aug-20,2020-08-30,Deceased,Punjab,56
48867,31-Aug-20,2020-08-31,Confirmed,Punjab,1466
48868,31-Aug-20,2020-08-31,Recovered,Punjab,1280
48869,31-Aug-20,2020-08-31,Deceased,Punjab,49
48870,01-Sep-20,2020-09-01,Confirmed,Punjab,1516
48871,01-Sep-20,2020-09-01,Recovered,Punjab,1120
48872,01-Sep-20,2020-09-01,Deceased,Punjab,59
48873,02-Sep-20,2020-09-02,Confirmed,Punjab,1481
48874,02-Sep-20,2020-09-02,Recovered,Punjab,1595
48875,02-Sep-20,2020-09-02,Deceased,Punjab,106
48876,03-Sep-20,2020-09-03,Confirmed,Punjab,1526
48877,03-Sep-20,2020-09-03,Recovered,Punjab,1529
48878,03-Sep-20,2020-09-03,Deceased,Punjab,72
48879,04-Sep-20,2020-09-04,Confirmed,Punjab,1498
48880,04-Sep-20,2020-09-04,Recovered,Punjab,1272
48881,04-Sep-20,2020-09-04,Deceased,Punjab,49
48882,05-Sep-20,2020-09-05,Confirmed,Punjab,1514
48883,05-Sep-20,2020-09-05,Recovered,Punjab,1306
48884,05-Sep-20,2020-09-05,Deceased,Punjab,69
48885,06-Sep-20,2020-09-06,Confirmed,Punjab,1946
48886,06-Sep-20,2020-09-06,Recovered,Punjab,1606
48887,06-Sep-20,2020-09-06,Deceased,Punjab,54
48888,07-Sep-20,2020-09-07,Confirmed,Punjab,2110
48889,07-Sep-20,2020-09-07,Recovered,Punjab,1565
48890,07-Sep-20,2020-09-07,Deceased,Punjab,61
48891,08-Sep-20,2020-09-08,Confirmed,Punjab,1964
48892,08-Sep-20,2020-09-08,Recovered,Punjab,2307
48893,08-Sep-20,2020-09-08,Deceased,Punjab,67
48894,09-Sep-20,2020-09-09,Confirmed,Punjab,2137
48895,09-Sep-20,2020-09-09,Recovered,Punjab,1231
48896,09-Sep-20,2020-09-09,Deceased,Punjab,71
48897,10-Sep-20,2020-09-10,Confirmed,Punjab,2459
48898,10-Sep-20,2020-09-10,Recovered,Punjab,1348
48899,10-Sep-20,2020-09-10,Deceased,Punjab,88
48900,11-Sep-20,2020-09-11,Confirmed,Punjab,2473
48901,11-Sep-20,2020-09-11,Recovered,Punjab,1402
48902,11-Sep-20,2020-09-11,Deceased,Punjab,63
48903,12-Sep-20,2020-09-12,Confirmed,Punjab,2441
48904,12-Sep-20,2020-09-12,Recovered,Punjab,2077
48905,12-Sep-20,2020-09-12,Deceased,Punjab,76
48906,13-Sep-20,2020-09-13,Confirmed,Punjab,2622
48907,13-Sep-20,2020-09-13,Recovered,Punjab,2151
48908,13-Sep-20,2020-09-13,Deceased,Punjab,68
48909,14-Sep-20,2020-09-14,Confirmed,Punjab,2421
48910,14-Sep-20,2020-09-14,Recovered,Punjab,1448
48911,14-Sep-20,2020-09-14,Deceased,Punjab,67
48912,15-Sep-20,2020-09-15,Confirmed,Punjab,2382
48913,15-Sep-20,2020-09-15,Recovered,Punjab,1830
48914,15-Sep-20,2020-09-15,Deceased,Punjab,91
48915,16-Sep-20,2020-09-16,Confirmed,Punjab,2702
48916,16-Sep-20,2020-09-16,Recovered,Punjab,2756
48917,16-Sep-20,2020-09-16,Deceased,Punjab,78
48918,17-Sep-20,2020-09-17,Confirmed,Punjab,2848
48919,17-Sep-20,2020-09-17,Recovered,Punjab,2248
48920,17-Sep-20,2020-09-17,Deceased,Punjab,54
48921,18-Sep-20,2020-09-18,Confirmed,Punjab,2774
48922,18-Sep-20,2020-09-18,Recovered,Punjab,2640
48923,18-Sep-20,2020-09-18,Deceased,Punjab,60
48924,19-Sep-20,2020-09-19,Confirmed,Punjab,2723
48925,19-Sep-20,2020-09-19,Recovered,Punjab,1915
48926,19-Sep-20,2020-09-19,Deceased,Punjab,51
48927,20-Sep-20,2020-09-20,Confirmed,Punjab,2160
48928,20-Sep-20,2020-09-20,Recovered,Punjab,2225
48929,20-Sep-20,2020-09-20,Deceased,Punjab,56
48930,21-Sep-20,2020-09-21,Confirmed,Punjab,2241
48931,21-Sep-20,2020-09-21,Recovered,Punjab,2811
48932,21-Sep-20,2020-09-21,Deceased,Punjab,47
48933,22-Sep-20,2020-09-22,Confirmed,Punjab,1411
48934,22-Sep-20,2020-09-22,Recovered,Punjab,1718
48935,22-Sep-20,2020-09-22,Deceased,Punjab,66
48936,23-Sep-20,2020-09-23,Confirmed,Punjab,2123
48937,23-Sep-20,2020-09-23,Recovered,Punjab,2117
48938,23-Sep-20,2020-09-23,Deceased,Punjab,64
48939,24-Sep-20,2020-09-24,Confirmed,Punjab,1756
48940,24-Sep-20,2020-09-24,Recovered,Punjab,2231
48941,24-Sep-20,2020-09-24,Deceased,Punjab,76
48942,25-Sep-20,2020-09-25,Confirmed,Punjab,1876
48943,25-Sep-20,2020-09-25,Recovered,Punjab,2550
48944,25-Sep-20,2020-09-25,Deceased,Punjab,68
48945,26-Sep-20,2020-09-26,Confirmed,Punjab,1588
48946,26-Sep-20,2020-09-26,Recovered,Punjab,1988
48947,26-Sep-20,2020-09-26,Deceased,Punjab,54
48948,27-Sep-20,2020-09-27,Confirmed,Punjab,1422
48949,27-Sep-20,2020-09-27,Recovered,Punjab,2299
48950,27-Sep-20,2020-09-27,Deceased,Punjab,50
48951,28-Sep-20,2020-09-28,Confirmed,Punjab,1269
48952,28-Sep-20,2020-09-28,Recovered,Punjab,2033
48953,28-Sep-20,2020-09-28,Deceased,Punjab,46
48954,29-Sep-20,2020-09-29,Confirmed,Punjab,1085
48955,29-Sep-20,2020-09-29,Recovered,Punjab,1932
48956,29-Sep-20,2020-09-29,Deceased,Punjab,75
48957,30-Sep-20,2020-09-30,Confirmed,Punjab,1426
48958,30-Sep-20,2020-09-30,Recovered,Punjab,1389
48959,30-Sep-20,2020-09-30,Deceased,Punjab,47
48960,01-Oct-20,2020-10-01,Confirmed,Punjab,1265
48961,01-Oct-20,2020-10-01,Recovered,Punjab,2271
48962,01-Oct-20,2020-10-01,Deceased,Punjab,45
48963,02-Oct-20,2020-10-02,Confirmed,Punjab,1062
48964,02-Oct-20,2020-10-02,Recovered,Punjab,1840
48965,02-Oct-20,2020-10-02,Deceased,Punjab,50
48966,03-Oct-20,2020-10-03,Confirmed,Punjab,1106
48967,03-Oct-20,2020-10-03,Recovered,Punjab,1691
48968,03-Oct-20,2020-10-03,Deceased,Punjab,61
48969,04-Oct-20,2020-10-04,Confirmed,Punjab,838
48970,04-Oct-20,2020-10-04,Recovered,Punjab,1509
48971,04-Oct-20,2020-10-04,Deceased,Punjab,41
48972,05-Oct-20,2020-10-05,Confirmed,Punjab,1029
48973,05-Oct-20,2020-10-05,Recovered,Punjab,1671
48974,05-Oct-20,2020-10-05,Deceased,Punjab,38
48975,06-Oct-20,2020-10-06,Confirmed,Punjab,830
48976,06-Oct-20,2020-10-06,Recovered,Punjab,1707
48977,06-Oct-20,2020-10-06,Deceased,Punjab,38
48978,07-Oct-20,2020-10-07,Confirmed,Punjab,852
48979,07-Oct-20,2020-10-07,Recovered,Punjab,1230
48980,07-Oct-20,2020-10-07,Deceased,Punjab,33
48981,08-Oct-20,2020-10-08,Confirmed,Punjab,848
48982,08-Oct-20,2020-10-08,Recovered,Punjab,1615
48983,08-Oct-20,2020-10-08,Deceased,Punjab,29
48984,09-Oct-20,2020-10-09,Confirmed,Punjab,743
48985,09-Oct-20,2020-10-09,Recovered,Punjab,1333
48986,09-Oct-20,2020-10-09,Deceased,Punjab,32
48987,10-Oct-20,2020-10-10,Confirmed,Punjab,858
48988,10-Oct-20,2020-10-10,Recovered,Punjab,1234
48989,10-Oct-20,2020-10-10,Deceased,Punjab,25
48990,11-Oct-20,2020-10-11,Confirmed,Punjab,656
48991,11-Oct-20,2020-10-11,Recovered,Punjab,1098
48992,11-Oct-20,2020-10-11,Deceased,Punjab,35
48993,12-Oct-20,2020-10-12,Confirmed,Punjab,562
48994,12-Oct-20,2020-10-12,Recovered,Punjab,1552
48995,12-Oct-20,2020-10-12,Deceased,Punjab,27
48996,13-Oct-20,2020-10-13,Confirmed,Punjab,676
48997,13-Oct-20,2020-10-13,Recovered,Punjab,688
